      Time  GainLoop    Lambda     P_Adm    P_Fuel     P_Oil       TPS       RPM     T_Air    T_Fuel     T_Oil   T_Water     Vbatt       Pdl  VehicleSpeed  Gear_Pot  P2P_Available  Learn_TPS2Max  Learn_TPS2Min  WS_FL_filt  WS_FR_filt
     5:450     1.200     0.897       511     3.643     4.376      20.5      1447      48.4      44.8      44.3      47.4     12.08       1.0             0         1              0           4370            629        0.00        0.00
     5:500     1.200     0.903       511     3.683     4.377      20.5      1428      48.4      44.8      44.3      47.4     12.96       1.0             0         1              0           4370            629        0.00        0.00
     5:550     1.200     0.903       511     3.716     4.356      20.5      1430      48.4      44.8      44.3      47.3     12.96       1.0             0         1              0           4370            629        0.00        0.00
     5:600     1.200     0.902       511     3.704     4.391      20.5      1427      48.4      44.8      44.3      47.3     13.05       1.0             0         1              0           4370            629        0.00        0.00
     5:650     1.200     0.896       511     3.716     4.356      20.5      1443      48.4      44.8      44.3      47.3     13.05       1.0             0         1              0           4370            629        0.00        0.00
     5:700     1.200     0.890       511     3.710     4.398      20.5      1479      48.4      44.8      44.3      47.3     13.14       1.0             0         1              0           4370            629        0.00        0.00
     5:750     1.200     0.886       511     3.735     4.395      20.5      1463      48.4      44.8      44.3      47.3     13.14       1.0             0         1              0           4370            629        0.00        0.00
     5:800     1.200     0.880       511     3.748     4.376      20.5      1466      48.4      44.8      44.3      47.3     13.11       1.0             0         1              0           4370            629        0.00        0.00
     5:850     1.200     0.879       511     3.720     4.415      20.6      1436      48.4      44.8      44.3      47.3     13.11       1.0             0         1              0           4370            629        0.00        0.00
     5:900     1.200     0.873       500     3.696     4.391      20.6      1415      48.4      44.8      44.3      47.3     12.81       1.0             0         1              0           4370            629        0.00        0.00
     5:950     1.200     0.869       500     3.717     4.405      20.6      1435      48.4      44.8      44.3      47.3     12.81       1.0             0         1              0           4370            629        0.00        0.00
     6:000     1.200     0.869       500     3.684     4.392      20.6      1427      48.4      44.8      44.3      47.3     12.41       1.0             0         1              0           4370            629        0.00        0.00
     6:050     1.200     0.873       500     3.684     4.361      20.6      1448      48.4      44.8      44.3      47.3     12.41       1.0             0         1              0           4370            629        0.00        0.00
     6:100     1.200     0.876       500     3.656     4.400      20.6      1453      48.4      44.8      44.3      47.3     12.43       1.0             0         1              0           4370            629        0.00        0.00
     6:150     1.200     0.879       500     3.664     4.374      20.7      1441      48.4      44.8      44.3      47.3     12.43       1.0             0         1              0           4370            629        0.00        0.00
     6:200     1.200     0.883       500     3.710     4.411      20.6      1446      48.4      44.8      44.3      47.3     12.62       1.0             0         1              0           4370            629        0.00        0.00
     6:250     1.200     0.888       500     3.676     4.405      20.6      1442      48.4      44.8      44.3      47.2     12.62       1.0             0         1              0           4370            629        0.00        0.00
     6:300     1.200     0.893       500     3.684     4.366      20.6      1501      48.4      44.8      44.3      47.2     12.70       1.0             0         1              0           4370            629        0.00        0.00
     6:350     1.200     0.896       500     3.718     4.410      20.6      1515      48.4      44.8      44.3      47.2     12.70       1.0             0         1              0           4370            629        0.00        0.00
     6:400     1.200     0.899       497     3.755     4.403      20.6      1464      48.0      44.8      44.3      47.2     13.24       1.0             0         1              0           4370            629        0.00        0.00
     6:450     1.200     0.901       497     3.756     4.419      20.6      1489      48.0      44.8      44.3      47.2     13.24       1.0             0         1              0           4370            629        0.00        0.00
     6:500     1.200     0.903       497     3.743     4.418      20.6      1505      48.0      44.8      44.3      47.2     13.13       1.0             0         1              0           4370            629        0.00        0.00
     6:550     1.200     0.901       497     3.720     4.384      20.7      1498      48.0      44.8      44.3      47.2     13.13       1.0             0         1              0           4370            629        0.00        0.00
     6:600     1.200     0.895       497     3.736     4.445      20.6      1470      48.0      44.8      44.3      47.2     13.32       1.0             0         1              0           4370            629        0.00        0.00
     6:650     1.200     0.895       497     3.736     4.440      20.6      1484      48.0      44.8      44.3      47.2     13.32       1.0             0         1              0           4370            629        0.00        0.00
     6:700     1.200     0.893       497     3.704     4.395      20.6      1502      48.0      44.8      44.3      47.2     13.04       1.0             0         1              0           4370            629        0.00        0.00
     6:750     1.200     0.891       497     3.695     4.424      20.6      1442      48.0      44.8      44.3      47.2     13.04       1.0             0         1              0           4370            629        0.00        0.00
     6:800     1.200     0.890       497     3.691     4.407      20.7      1422      48.0      44.8      44.3      47.2     12.91       1.0             0         1              0           4370            629        0.00        0.00
     6:850     1.200     0.894       497     3.711     4.413      20.7      1473      48.0      44.8      44.3      47.2     12.91       1.0             0         1              0           4370            629        0.00        0.00
     6:900     1.200     0.895       504     3.669     4.395      20.7      1434      48.0      44.7      44.3      47.2     12.70       1.0             0         1              0           4370            629        0.00        0.00
     6:950     1.200     0.896       504     3.663     4.368      20.7      1439      48.0      44.7      44.3      47.2     12.70       1.0             0         1              0           4370            629        0.00        0.00
     7:000     1.200     0.898       504     3.692     4.405      20.7      1453      48.0      44.7      44.3      47.2     12.65       1.0             0         1              0           4370            629        0.00        0.00
     7:050     1.200     0.900       504     3.678     4.370      20.7      1436      48.0      44.7      44.3      47.2     12.65       1.0             0         1              0           4370            629        0.00        0.00
     7:100     1.200     0.900       504     3.686     4.396      20.7      1413      48.0      44.7      44.3      47.2     12.76       1.0             0         1              0           4370            629        0.00        0.00
     7:150     1.200     0.903       504     3.710     4.393      20.7      1434      48.0      44.7      44.3      47.1     12.76       1.0             0         1              0           4370            629        0.00        0.00
     7:200     1.200     0.900       504     3.694     4.343      20.7      1465      48.0      44.7      44.3      47.1     12.77       1.0             0         1              0           4370            629        0.00        0.00
     7:250     1.200     0.893       504     3.729     4.395      20.7      1455      48.0      44.7      44.3      47.1     12.77       1.0             0         1              0           4370            629        0.00        0.00
     7:300     1.200     0.890       504     3.718     4.382      20.7      1441      48.0      44.7      44.3      47.1     13.19       1.0             0         1              0           4370            629        0.00        0.00
     7:350     1.200     0.890       504     3.707     4.398      20.7      1474      48.0      44.7      44.3      47.1     13.19       1.0             0         1              0           4370            629        0.00        0.00
     7:400     1.200     0.892       509     3.729     4.396      20.9      1456      48.0      44.7      44.3      47.1     13.01       1.0             0         1              0           4370            629        0.00        0.00
     7:450     1.200     0.888       509     3.740     4.359      20.9      1461      48.0      44.7      44.3      47.1     13.01       1.0             0         1              0           4370            629        0.00        0.00
     7:500     1.200     0.886       509     3.701     4.409      20.9      1479      48.0      44.7      44.3      47.1     13.10       1.0             0         1              0           4370            629        0.00        0.00
     7:550     1.200     0.884       509     3.704     4.385      20.9      1479      48.0      44.7      44.3      47.1     13.10       1.0             0         1              0           4370            629        0.00        0.00
     7:600     1.200     0.886       509     3.716     4.392      20.9      1451      48.0      44.7      44.3      47.1     13.03       1.0             0         1              0           4370            629        0.00        0.00
     7:650     1.200     0.886       509     3.738     4.410      20.7      1427      48.0      44.7      44.3      47.1     13.03       1.0             0         1              0           4370            629        0.00        0.00
     7:700     1.200     0.882       509     3.713     4.353      20.7      1394      48.0      44.6      44.3      47.1     13.05       1.0             0         1              0           4370            629        0.00        0.00
     7:750     1.200     0.877       509     3.715     4.393      20.7      1385      48.0      44.6      44.3      47.1     13.05       1.0             0         1              0           4370            629        0.00        0.00
     7:800     1.200     0.878       509     3.693     4.354      20.7      1395      48.0      44.6      44.3      47.1     12.39       1.0             0         1              0           4370            629        0.00        0.00
     7:850     1.200     0.880       509     3.662     4.351      20.7      1402      48.0      44.6      44.3      47.1     12.39       1.0             0         1              0           4370            629        0.00        0.00
     7:900     1.200     0.882       521     3.675     4.360      20.7      1378      47.6      44.6      44.3      47.0     12.43       1.0             0         1              0           4370            629        0.00        0.00
     7:950     1.200     0.883       521     3.662     4.314      20.7      1424      47.6      44.6      44.3      47.0     12.43       1.0             0         1              0           4370            629        0.00        0.00
     8:000     1.200     0.886       521     3.647     4.356      20.7      1461      47.6      44.6      44.3      47.0     12.42       1.0             0         1              0           4370            629        0.00        0.00
     8:050     1.200     0.891       521     3.693     4.331      20.7      1465      47.6      44.6      44.3      47.0     12.42       1.0             0         1              0           4370            629        0.00        0.00
     8:100     1.200     0.894       521     3.729     4.383      20.9      1477      47.6      44.5      44.3      47.0     13.08       1.0             0         1              0           4370            629        0.00        0.00
     8:150     1.200     0.896       521     3.694     4.389      20.9      1482      47.6      44.5      44.3      47.0     13.08       1.0             0         1              0           4370            629        0.00        0.00
     8:200     1.200     0.894       521     3.677     4.353      20.9      1490      47.6      44.5      44.3      47.0     13.02       1.0             0         1              0           4370            629        0.00        0.00
     8:250     1.200     0.886       521     3.682     4.403      20.9      1485      47.6      44.5      44.3      47.0     13.02       1.0             0         1              0           4370            629        0.00        0.00
     8:300     1.200     0.881       521     3.692     4.387      20.9      1490      47.6      44.5      44.3      47.0     12.79       1.0             0         1              0           4370            629        0.00        0.00
     8:350     1.200     0.879       521     3.701     4.386      20.9      1514      47.6      44.5      44.3      47.0     12.79       1.0             0         1              0           4370            629        0.00        0.00
     8:400     1.200     0.878       500     3.706     4.404      20.9      1482      47.6      44.5      44.3      47.0     12.79       1.0             0         1              0           4370            629        0.00        0.00
     8:450     1.200     0.876       500     3.712     4.375      20.9      1467      47.6      44.5      44.3      46.9     12.79       1.0             0         1              0           4370            629        0.00        0.00
     8:500     1.200     0.877       500     3.730     4.409      20.9      1484      47.6      44.4      44.3      46.9     12.87       1.0             0         1              0           4370            629        0.00        0.00
     8:550     1.200     0.882       500     3.707     4.399      20.9      1470      47.6      44.4      44.3      46.9     12.87       1.0             0         1              0           4370            629        0.00        0.00
     8:600     1.200     0.889       500     3.679     4.360      20.9      1488      47.6      44.4      44.3      46.9     12.84       1.0             0         1              0           4370            629        0.00        0.00
     8:650     1.200     0.894       500     3.668     4.396      20.9      1488      47.6      44.4      44.3      46.9     12.84       1.0             0         1              0           4370            629        0.00        0.00
     8:700     1.200     0.897       500     3.685     4.364      20.9      1491      47.6      44.4      44.3      46.9     12.78       1.0             0         1              0           4370            629        0.00        0.00
     8:750     1.200     0.896       500     3.705     4.390      20.9      1485      47.6      44.4      44.3      46.9     12.78       1.0             0         1              0           4370            629        0.00        0.00
     8:800     1.200     0.891       500     3.720     4.402      20.9      1475      47.6      44.4      44.3      46.9     12.98       1.0             0         1              0           4370            629        0.00        0.00
     8:850     1.200     0.881       500     3.741     4.356      20.9      1486      47.6      44.4      44.3      46.9     12.98       1.0             0         1              0           4370            629        0.00        0.00
     8:900     1.200     0.875       503     3.757     4.393      20.9      1481      47.6      44.3      44.3      46.9     13.20       1.0             0         1              0           4370            629        0.00        0.00
     8:950     1.200     0.873       503     3.738     4.382      20.9      1457      47.6      44.3      44.3      46.9     13.20       1.0             0         1              0           4370            629        0.00        0.00
     9:000     1.200     0.868       503     3.699     4.369      20.9      1471      47.6      44.3      44.3      46.9     13.07       1.0             0         1              0           4370            629        0.00        0.00
     9:050     1.200     0.863       503     3.695     4.382      20.9      1473      47.6      44.3      44.3      46.8     13.07       1.0             0         1              0           4370            629        0.00        0.00
     9:100     1.200     0.863       503     3.719     4.340      20.9      1431      47.6      44.3      44.3      46.8     12.90       1.0             0         1              0           4370            629        0.00        0.00
     9:150     1.200     0.860       503     3.740     4.392      20.9      1426      47.6      44.3      44.3      46.8     12.90       1.0             0         1              0           4370            629        0.00        0.00
     9:200     1.200     0.861       503     3.698     4.364      20.9      1434      47.6      44.3      44.3      46.8     12.60       1.0             0         1              0           4370            629        0.00        0.00
     9:250     1.200     0.862       503     3.703     4.329      20.9      1471      47.6      44.3      44.3      46.8     12.60       1.0             0         1              0           4370            629        0.00        0.00
     9:300     1.200     0.863       503     3.662     4.363      20.9      1448      47.6      44.2      44.3      46.8     12.67       1.0             0         1              0           4370            629        0.00        0.00
