      Time  GainLoop    Lambda     P_Adm    P_Fuel     P_Oil       TPS       RPM     T_Air    T_Fuel     T_Oil   T_Water     Vbatt       Pdl  VehicleSpeed  Gear_Pot  P2P_Available  Learn_TPS2Max  Learn_TPS2Min  WS_FL_filt  WS_FR_filt
     0:000     0.000     0.000       423     0.000     0.000      32.4       128      48.4      40.6      41.3      45.4     10.42       0.0             0         1             12           4370            629        0.00        0.00
     0:050     0.000     0.982       423     0.076    -0.002      32.3       184      48.4      40.6      41.3      45.4     10.42       1.0             0         1             12           4370            629        0.00        0.00
     0:100     1.000     0.995       423     0.134     0.000      32.0       179      48.4      40.6      41.3      45.4     10.42       1.0             0         1             12           4370            629        0.00        0.00
     0:150     1.000     0.998       423     0.192     0.004      31.9       221      48.4      40.6      41.3      45.4     10.42       1.0             0         1             12           4370            629        0.00        0.00
     0:200     1.015     1.000       423     0.230     0.002      31.9       166      48.4      40.6      41.3      45.4     10.42       1.0             0         1             12           4370            629        0.00        0.00
     0:250     1.015     1.000       423     0.274     0.004      31.9       146      48.4      40.6      41.3      45.4     10.42       1.0             0         1             12           4370            629        0.00        0.00
     0:300     1.030     1.000       423     0.331     0.001      31.9       454      48.4      40.6      41.3      45.4     10.72       1.0             0         1             12           4370            629        0.00        0.00
     0:350     1.030     1.000       423     0.391     0.005      32.0       811      48.4      40.6      41.3      45.4     10.72       1.0             0         1             12           4370            629        0.00        0.00
     0:400     1.045     1.000       423     0.459     0.004      32.0       965      48.4      40.6      41.3      45.4     10.72       1.0             0         1             12           4370            629        0.00        0.00
     0:450     1.045     1.000       423     0.533     0.013      18.3      1244      48.4      40.6      41.3      45.4     10.72       1.0             0         1             12           4370            629        0.00        0.00
     0:500     1.075     1.000       423     0.618     0.047      17.4      1400      48.4      40.6      41.3      45.4     10.81       1.0             0         1             12           4370            629        0.00        0.00
     0:550     1.075     1.000       423     0.708     0.102      20.1      1427      48.4      40.6      41.3      45.4     10.81       1.0             0         1             12           4370            629        0.00        0.00
     0:600     1.088     1.000       423     0.819     0.162      21.7      1508      48.4      40.6      41.3      45.4     10.81       1.0             0         1             12           4370            629        0.00        0.00
     0:650     1.088     1.000       423     0.940     0.205      20.7      1574      48.4      40.6      41.3      45.4     10.81       1.0             0         1             12           4370            629        0.00        0.00
     0:700     1.103     1.000       423     1.077     0.247      19.2      1663      48.4      40.6      41.3      45.5     10.98       1.0             0         1             12           4370            629        0.00        0.00
     0:750     1.103     1.000       423     1.255     0.290      19.2      1700      48.4      40.6      41.3      45.5     10.98       1.0             0         1             12           4370            629        0.00        0.00
     0:800     1.118     1.000       423     1.465     0.350      19.5      1698      48.4      40.6      41.3      45.5     10.98       1.0             0         1             12           4370            629        0.00        0.00
     0:850     1.118     1.000       423     1.714     0.526      20.1      1661      48.4      40.6      41.3      45.5     10.98       1.0             0         1             12           4370            629        0.00        0.00
     0:900     1.147     0.998       423     2.001     1.060      20.4      1641      48.4      40.6      41.3      45.5     11.55       1.0             0         1             12           4370            629        0.00        0.00
     0:950     1.147     0.998       423     2.333     1.828      20.4      1590      48.4      40.6      41.3      45.5     11.55       1.0             0         1             12           4370            629        0.00        0.00
     1:000     1.161     0.998       423     2.716     2.764      20.2      1540      48.4      40.6      41.3      45.5     11.55       1.0             0         1             12           4370            629        0.00        0.00
     1:050     1.161     0.998       423     3.065     3.352      20.0      1505      48.4      40.6      41.3      45.5     11.55       1.0             0         1             12           4370            629        0.00        0.00
     1:100     1.176     0.997       423     3.409     3.616      20.0      1472      48.4      40.6      41.3      45.5     11.58       1.0             0         1             12           4370            629        0.00        0.00
     1:150     1.176     0.997       423     3.557     3.842      19.8      1448      48.4      40.6      41.3      45.5     11.58       1.0             0         1             12           4370            629        0.00        0.00
     1:200     1.191     0.997       423     3.584     4.007      19.8      1433      48.4      40.6      41.3      45.5     11.58       1.0             0         1             12           4370            629        0.00        0.00
     1:250     1.191     0.996       423     3.613     4.046      20.0      1388      48.4      40.6      41.3      45.5     11.58       1.0             0         1             12           4370            629        0.00        0.00
     1:300     1.200     0.996       423     3.614     4.095      20.0      1368      48.4      40.6      41.3      45.5     11.55       1.0             0         1             12           4370            629        0.00        0.00
     1:350     1.200     0.995       423     3.629     4.086      19.8      1376      48.4      40.6      41.3      45.5     11.55       1.0             0         1             12           4370            629        0.00        0.00
     1:400     1.200     0.995       423     3.631     4.095      20.1      1383      48.0      40.6      41.3      45.5     11.55       1.0             0         1             12           4370            629        0.00        0.00
     1:450     1.200     0.993       423     3.629     4.114      20.1      1368      48.0      40.6      41.3      45.5     11.55       1.0             0         1             12           4370            629        0.00        0.00
     1:500     1.200     0.992       423     3.622     4.049      20.1      1377      48.0      40.5      41.2      45.5     11.56       1.0             0         1             12           4370            629        0.00        0.00
     1:550     1.200     0.991       423     3.622     4.093      20.1      1393      48.0      40.5      41.2      45.5     11.56       1.0             0         1             12           4370            629        0.00        0.00
     1:600     1.200     0.990       423     3.633     4.075      20.1      1390      48.0      40.5      41.2      45.5     11.56       1.0             0         1             12           4370            629        0.00        0.00
     1:650     1.200     0.990       423     3.646     4.119      20.1      1421      48.0      40.5      41.2      45.5     11.56       1.0             0         1             12           4370            629        0.00        0.00
     1:700     1.200     0.988       423     3.635     4.119      20.1      1415      48.0      40.5      41.2      45.5     11.54       1.0             0         1             12           4370            629        0.00        0.00
     1:750     1.200     0.987       423     3.643     4.119      20.1      1448      48.0      40.5      41.2      45.5     11.54       1.0             0         1             12           4370            629        0.00        0.00
